,TMDB ID,Title,Release Date,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,Metascore,Rating Dictionary,Type,DVD Release Date,Box Office,Production
838,640526,The Video Store Commercial,2019-03-09,tt9746144,N/A,4 min,"Short, Comedy, Fantasy, Horror","Cody Kennedy, Tim Rutherford",Tim Rutherford,"Joshua Lenner, Kevin Martin, Jesse Nash, Tim Rutherford","A desperate video store owner hires a crew to shoot a commercial in his shop. But when they accidentally destroy a cursed VHS, suddenly, all their lives are in danger.- and worse yet, the commercial may never get finished.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMzU5NWRiOTAtZmQwZC00NjQ0LTk0YjQtMmM3ODYxZWE0Mjg4XkEyXkFqcGdeQXVyNDM0MzM0NTc@._V1_SX300.jpg,7.5,6,,,movie,N/A,N/A,N/A
839,622346,"Montana, GA",2019-03-09,tt9770140,N/A,10 min,"Short, Comedy, Horror",Ryan Dickie,Ryan Dickie,"Lyn McKimmey, Brad Goslee, David Young, Emery Chu","In the middle of nowhere, three best friends eternally bond when a chill vacation weekend turns supernatural.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA1YzU5YzAtNjAwMS00YmVhLWI1ZmMtOGQ4MTBmNDE2MWNjXkEyXkFqcGdeQXVyMjQ2ODk1NDg@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
840,598058,Impossible Monsters,2019-03-09,tt4328094,N/A,90 min,Thriller,Nathan Catucci,Nathan Catucci,"Santino Fontana, Dennis Boutsikaris, Laila Robins, Geoffrey Owens","An ambitious professor becomes caught up in the murder of a participant in his sleep study, as the line between dreams and reality blur.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEzMjgxNzM3OF5BMl5BanBnXkFtZTgwODAzNTI4NzE@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
841,508048,The Mangina Exit,2019-03-09,tt8068510,N/A,5 min,"Short, Comedy",Byron Brown,"Byron Brown, David James Ward","Dalton Allen, Addison Billingsley, Byron Brown, Chris Doubek",Blake is having relationship problems. His older brother Sebastian has an unorthodox solution that has been used for generations.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDAxMmM2MzItOTRmMC00NmY1LWI3MzMtNWZlMjZkMDkzYmZhXkEyXkFqcGdeQXVyNjEwOTkwMTM@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
842,587289,Loving Vincent: The Impossible Dream,2019-03-08,tt9244638,N/A,60 min,Documentary,Miki Wecel,Hugh Welchman,"Bartosz Armusiewicz, Sean M. Bobbitt, Douglas Booth, Piotr Dominiak","A 60 minute documentary detailing the journey it took two passionate filmmakers to achieve their impossible dream, creating the world's first fully painted feature film.",English,Poland,N/A,https://m.media-amazon.com/images/M/MV5BNjYxZjk2MTEtZjA4OS00NWM4LTljYTUtZGM5MzUxMDA0NWZiXkEyXkFqcGdeQXVyNDg1MDg1Njc@._V1_SX300.jpg,8.8,52,,,movie,N/A,N/A,N/A
843,411139,I'm Not Here,2019-03-08,tt5657712,N/A,81 min,Drama,Michelle Schumacher,"Tony Cummings, Michelle Schumacher","J.K. Simmons, Sebastian Stan, Maika Monroe, Mandy Moore","A man struggles with the tragic memories of his past to make sense of his present, but soon realizes that time isn't the enemy he thinks it is.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BZmYyNmQzNmUtYjAyZi00Y2Q1LTg1NWUtYjVmNmVlOGVhZTllXkEyXkFqcGdeQXVyNjI2ODM5Mzg@._V1_SX300.jpg,5.5,809,,,movie,N/A,N/A,N/A
844,492565,The Kid,2019-03-08,tt0012349,Not Rated,68 min,"Comedy, Drama, Family",Charles Chaplin,Charles Chaplin,"Carl Miller, Edna Purviance, Jackie Coogan, Charles Chaplin","The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.3,"103,044",,,movie,02 Mar 2004,N/A,First National Pictures Inc.
845,576715,Nothing Stays The Same: The Story of The Saxon Pub,2019-03-08,tt9617758,N/A,N/A,N/A,Jeff Sandmann,N/A,N/A,A celebration of the last 30 years of live music in Austin's legendary Saxon Pub.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2UxODVmZmYtN2EyZi00NjI2LWJhYWMtM2UwODA2ZmQzODNjXkEyXkFqcGdeQXVyNDIyOTg0Nzk@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,Jeffrey Brown Film
846,586037,We Are Boats,2019-03-08,tt5664222,N/A,108 min,Fantasy,James Bird,James Bird,"Luke Hemsworth, Angela Sarafyan, Booboo Stewart, Graham Greene","Lives intertwine and connect when Francesca navigates through the living world by encountering strangers at the exact moment she needs to, sending their lives on either a better course ...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjk0MzEwMWItMjJhOS00M2Q2LWIzODQtMDM2YjE0YjRmNGM0XkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,5.8,376,,,movie,N/A,N/A,N/A
847,617568,It Happened Like This,2019-03-08,tt1164843,N/A,45 min,Drama,N/A,N/A,Ralph Michael,N/A,English,UK,N/A,N/A,N/A,N/A,,,series,,,
848,576706,Tito,2019-03-08,tt0417202,N/A,120 min,"Action, Crime, Drama, Romance",Tareq El-Iryan,"Tareq El-Iryan (story), Mohamed Hefzy (screenplay)","Ahmed el-Sakka, Hanan Turk, Amr Waked, Khaled Saleh","This Egyptian action film is about Tito (Ahmad Al Saqa), who was sentenced to 16 years in jail after a burglary when he was a kid. After he gets out, he goes back to crime with a corrupt ...",Arabic,Egypt,1 win.,https://m.media-amazon.com/images/M/MV5BMjA1MDY4MTktNjU3ZS00NjA4LWFlN2YtMDRkZTBhNTVjOTc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjg0MzMwNzg@._V1_SX300.jpg,7.2,"2,366",,,movie,N/A,N/A,N/A
850,576683,The Wall of Mexico,2019-03-08,tt9617560,N/A,N/A,"Comedy, Drama","Zachary Cotler, Magdalena Zyzak",Zachary Cotler,"Jackson Rathbone, Esai Morales, Marisol Sacramento, Carmela Zumbado",A wealthy Mexican family decides to build a wall around their ranch to stop townspeople from stealing their well water.,English,"USA, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BNDkwNTQ0NjA3Nl5BMl5BanBnXkFtZTgwODc0Nzc1NzM@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
851,411728,The Professor and the Madman,2019-05-10,tt5932728,N/A,124 min,"Biography, Drama, Mystery, Thriller",Farhad Safinia,"John Boorman, Todd Komarnicki, Farhad Safinia, Simon Winchester (book)","Mel Gibson, Sean Penn, Eddie Marsan, Natalie Dormer","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",English,"Ireland, France, Iceland, USA, Mexico, Belgium, UK, Hong Kong",N/A,https://m.media-amazon.com/images/M/MV5BNjRjNWIxMWMtNzcxYi00NDYyLWFmMzAtZTRiZWZhZDMwZmVkXkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_SX300.jpg,7.3,"20,777",,,movie,13 Aug 2019,N/A,Vertical Entertainment
852,491473,Gloria Bell,2019-03-08,tt6902696,R,102 min,"Comedy, Drama, Romance",Sebastián Lelio,"Alice Johnson Boher (adapted screenplay), Sebastián Lelio, Gonzalo Maza (story)","Julianne Moore, John Turturro, Caren Pistorius, Michael Cera",A free-spirited woman in her 50s seeks out love at L.A. dance clubs.,English,"Chile, USA",5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5Nzc1OTk3OV5BMl5BanBnXkFtZTgwNDM1NTQ3NjM@._V1_SX300.jpg,6.3,"6,943",,,movie,N/A,N/A,N/A
853,512064,Anne,2019-03-07,tt6132758,N/A,120 min,Drama,N/A,N/A,"Beren Gokyildiz, Cansu Dere, Vahide Perçin, Gonca Vuslateri","Zeynep is a photographer, but she joins a school for one day to substitute a teacher. She notices the weird actions of a student called melek . So when she goes deeper into it she finds out...",Turkish,Turkey,N/A,https://ia.media-imdb.com/images/M/MV5BNWRkMzdiYjgtOTA0Yi00NjZiLWFjZjMtYThlMTE5MWEwYWU4XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_SX300.jpg,6.7,732,,,series,,,
854,423778,La Flor,2019-08-02,tt9047474,N/A,808 min,"Drama, Fantasy, Musical, Mystery, Romance, Thriller",Mariano Llinás,Mariano Llinás,"Elisa Carricajo, Valeria Correa, Pilar Gamboa, Laura Paredes","A film in six episodes, connected by the same four actresses, full of various subplots that play with narrative and different cinematic genres , everything structured in an unusual way.","Spanish, French, English, Russian, German, Swedish",Argentina,5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMmFiOTk0YmYtOGNhNy00NTlkLTlhMzgtZWI2N2I2YWIyZjVjXkEyXkFqcGdeQXVyMzI1NzU4NQ@@._V1_SX300.jpg,7.8,250,,,movie,N/A,N/A,N/A
855,515353,Funan,2019-06-07,tt6342440,N/A,84 min,Animation,Denis Do,"Denis Do, Magali Pouzol, Elise Trinh","Bérénice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver","The survival and the struggle of a young mother during the Khmer Rouge revolution, to find her 4-year-old son, torn from his family by the regime.",French,"France, Belgium, Luxembourg, Cambodia",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjRjZGUzZTUtN2I2Yi00OGQ1LWE3NzctZmI2N2Q1MGY0N2Y2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.0,342,,,movie,N/A,N/A,GKIDS
856,299537,Captain Marvel,2019-03-08,tt4154664,PG-13,123 min,"Action, Adventure, Sci-Fi","Anna Boden, Ryan Fleck","Anna Boden (screenplay by), Ryan Fleck (screenplay by), Geneva Robertson-Dworet (screenplay by), Nicole Perlman (story by), Meg LeFauve (story by), Anna Boden (story by), Ryan Fleck (story by), Geneva Robertson-Dworet (story by)","Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,English,"USA, Australia",6 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_SX300.jpg,6.9,"388,113",,,movie,11 Jun 2019,N/A,Marvel Studios
857,399361,Triple Frontier,2019-03-06,tt1488606,R,125 min,"Action, Adventure, Crime, Drama, Thriller",J.C. Chandor,"Mark Boal (screenplay), J.C. Chandor (screenplay), Mark Boal (story)","Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.","English, Spanish, Portuguese",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_SX300.jpg,6.5,"88,991",,,movie,13 Mar 2019,N/A,N/A
858,597235,Blood & Oil,2019-03-06,tt4428022,N/A,42 min,"Crime, Drama, Romance",N/A,"Rodes Fishburne, Josh Pate","Don Johnson, Chace Crawford, Rebecca Rittenhouse, Scott Michael Foster","A young married couple of newcomers looks to cash in on the modern-day oil boom in North Dakota and becomes involved with sly local oil baron, Hap Briggs, and his troubled family.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg2MDE0MzU3Nl5BMl5BanBnXkFtZTgwNjgzODE4NzE@._V1_SX300.jpg,6.6,"3,920",,,series,,,
859,661399,Dig Your Own Grave,2019-03-06,tt10343886,N/A,13 min,"Short, Comedy",Kirk Larsen,"Kirk Larsen (Written By), Amos Vernon (Written By)","Amos Vernon, Henry Zebrowski",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTFjZDUzMWEtN2UyMy00MzhiLWI2NzAtMDAxN2VlODA2NTBkXkEyXkFqcGdeQXVyMTAzMDUyNzcy._V1_SX300.jpg,8.0,9,,,movie,N/A,N/A,N/A
860,510689,Among the Shadows,2019-03-05,tt5206770,Not Rated,96 min,"Action, Crime, Drama, Horror, Sci-Fi, Thriller",Tiago Mesquita,Mark Morgan,"Charlotte Beckett, Lindsay Lohan, Gianni Capaldi, Dominik Madani",A private investigator must unravel the murder of her uncle while keeping the secret that she is a descendant from a line of werewolves.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzRlMjc5N2YtOGM5MS00NzYzLWFlZGQtYzg1NGE5YjJmMGQ2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,2.0,571,,,movie,05 Mar 2019,N/A,Momentum Pictures
861,610750,Boy Band,2019-03-05,tt6977146,N/A,60 min,"Game-Show, Music, Reality-TV",N/A,N/A,"Rita Ora, Nick Carter, Emma Bunton, Timbaland","""Boy Band"" is a new Reality Tv competition to find the next big boy band like ""The Beatles"", ""Big Time Rush"" and ""One Direction"".",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjg4MDc5ZTQtODViYS00OGNiLTg2MzMtODgwMWE2YWQ3ZjBjXkEyXkFqcGdeQXVyNzU4MDI2NTM@._V1_SX300.jpg,5.2,116,,,series,,,
862,499323,Regionrat,2019-03-05,tt5677598,N/A,99 min,Drama,Javier Reyna,"Richard Laskowski (novel), Javier Reyna (screenplay)","Connor Williams, Natassia Halabi, Nova Gaver, Shon Dmario Evans","After six months in modern Seattle, Ray, broke and lonely, decides to return to the Region, his depressed hometown, to finish his High School senior year. Once at home he quickly reconnects with old friends, and old habits.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTM5ZjA4ZTMtNDNjMC00OWI4LTljZDQtMjI1OWQ3YzBlMDY4XkEyXkFqcGdeQXVyNjU4NTk4NjY@._V1_SX300.jpg,7.7,29,,,movie,05 Mar 2019,N/A,Grimster Pictures
863,642584,The Lost Tomb of Alexander the Great,2019-03-04,tt10290670,N/A,N/A,Documentary,Duncan Singh,N/A,"Fredrik T. Hiebert, Calliope Limneos-Papakosta","In this gripping investigation, archaeologist Pepi Papakosta is on a hunt for Alexander the Great's lost tomb, and she makes an extraordinary discovery.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYjg0ODFiZGMtYTJkNC00MDFhLTkxMTAtYTczYjliNTgxOTljXkEyXkFqcGdeQXVyODIwOTcyMjc@._V1_SX300.jpg,7.2,32,,,movie,N/A,N/A,N/A
864,642574,Girls Section,2019-03-03,tt10709664,N/A,N/A,"Documentary, Short",N/A,N/A,N/A,N/A,N/A,USA,N/A,N/A,N/A,N/A,,,movie,N/A,N/A,N/A
865,639918,The Whyte Album,2019-03-03,tt4084954,N/A,88 min,"Comedy, Drama",Noah Stern,Noah Stern,"Ashley Smith, Jonathan Lee Taylor, Johnny Day, Jenny Donovan","When Montreal teen Echo learns that her legendary rock star father Jac has emerged from a 17 year coma, she is forced to take him home and raise her 'emotional' peer.",English,USA,N/A,N/A,N/A,N/A,,,movie,N/A,N/A,N/A
866,628632,Marjoun and the Flying Headscarf,2019-03-03,tt0493017,N/A,N/A,"Short, Drama",Susan Youssef,N/A,Nina Dandachli,An Arab-American girl comes to terms with her sexuality while balancing the mores of her two cultures.,N/A,N/A,N/A,N/A,N/A,N/A,,,movie,N/A,N/A,N/A
867,626027,A Name Without a Place,2019-03-03,tt6983418,N/A,N/A,N/A,Kenny Riches,Kenny Riches,"Bryan Burton, Charlotte Best, Patrick Fugit, Elizabeth McGovern",A young man travels to Miami Beach and meets interesting characters along the way.,English,USA,N/A,N/A,N/A,N/A,,,movie,N/A,N/A,N/A
868,538632,The Projectionist,2019-03-02,tt0067622,GP,88 min,"Comedy, Drama, Fantasy",Harry Hurwitz,Harry Hurwitz,"Chuck McCann, Ina Balin, Rodney Dangerfield, Jára Kohout",A projectionist bored with his everyday life begins fantasizing about his being one of the superheroes he sees in the movies he shows.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY1MTgyMDkyNF5BMl5BanBnXkFtZTcwMzYwMDgxMQ@@._V1_SX300.jpg,5.9,318,,,movie,02 May 2005,N/A,Maglan Films
869,625930,Advent Calendar,2019-03-02,tt8987540,N/A,5 min,"Short, Comedy",Taylor Bakken,Emily Magee,"Jodi Carol Harrison, Ben Clary","Told in a darkly whimsical tone, a woman watches as her younger husband tries to reclaim his youth by turning to experimental cooking. As he finds creative freedom in almost inedible food, ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzY1ZGVjOTAtMjdlMS00NzU2LTgzMjQtZGIyMTA2Mzc1OTVhXkEyXkFqcGdeQXVyOTI0NDU0ODU@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
870,574163,Cliffs of Freedom,2019-03-01,tt2275629,R,137 min,Drama,Van Ling,"Van Ling (screenplay by), Marianne Metropoulos (screenplay by), Kevin Bernhardt (screenplay by), Marianne Metropoulos (based on the story Daughter of Destiny by)","Tania Raymonde, Jan Uddin, Raza Jaffrey, Patti LuPone","Inspired by historical events, CLIFFS OF FREEDOM is a timeless and romantic story of bravery and faith between a Greek village girl and a Turkish Ottoman Colonel during the dawn of the Greek War for Independence.","Greek, English",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMGMxMDE3NjctZjUyMi00NTlkLWE2ZDgtOGVkMGVlYjgxNDQ3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,6.4,252,,,movie,N/A,N/A,N/A
871,549559,Apollo 11,2019-03-01,tt8760684,G,93 min,"Documentary, History",Todd Douglas Miller,N/A,"Neil Armstrong, Michael Collins, Buzz Aldrin, Deke Slayton",A look at the Apollo 11 mission to land on the moon led by commander Neil Armstrong and pilots Buzz Aldrin and Michael Collins.,English,USA,Nominated for 1 BAFTA Film Award. Another 47 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMzEzNjI4M15BMl5BanBnXkFtZTgwODgxOTgyNzM@._V1_SX300.jpg,8.2,"15,172",,,movie,14 May 2019,N/A,NEON
872,550506,Saint Judy,2019-03-01,tt5431284,PG-13,106 min,"Biography, Drama",Sean Hanish,Dmitry Portnoy,"Michelle Monaghan, Leem Lubany, Common, Alfred Molina","The story of immigration attorney Judy Wood, and how she initiated the change in U.S. law of asylum to save women's lives.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZjU5NmMwZmQtZWM3Yy00YzY1LTk5MmQtZDc1ZWI3YmUwMTM1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,5.9,606,,,movie,N/A,N/A,N/A
873,491480,The Boy Who Harnessed the Wind,2019-03-01,tt7533152,TV-PG,113 min,Drama,Chiwetel Ejiofor,"Chiwetel Ejiofor (adaptation), William Kamkwamba (based on the book by), Bryan Mealer (based on the book by)","Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo, Robert Agengo","Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.","English, Nyanja","UK, Malawi",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNjM2OTg5MTA0OV5BMl5BanBnXkFtZTgwNTMyNTY0NzM@._V1_SX300.jpg,7.6,"15,989",,,movie,01 Mar 2019,N/A,Netflix
874,585724,Joseph Pulitzer: Voice of the People,2019-03-01,tt7428030,N/A,84 min,N/A,Oren Rudavsky,"Oren Rudavsky, Robert Seidman","Lauren Ambrose, Hugh Dancy, Adam Driver, Ryan-James Hatanaka","Joseph Pulitzer spoke of ""fake news"" over 100 years ago and fought the dangers that the suppression of news had for a democracy long before our present threats to press freedom. His heroic ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzIzYTRiOWMtNTU2OC00ZTQ0LWFiZjQtYzA4NDczY2YwNDYxXkEyXkFqcGdeQXVyNTQ5MDc3MDY@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
875,433502,The Aftermath,2019-03-15,tt5977276,R,108 min,"Drama, Romance, War",James Kent,"Joe Shrapnel (screenplay by), Anna Waterhouse (screenplay by), Rhidian Brook (screenplay by), Rhidian Brook (based on the novel ""The Aftermath"" by)","Keira Knightley, Ned Wills, Pandora Colin, Jason Clarke","Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house.","English, Russian","Germany, UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTk2MDEyNTE5M15BMl5BanBnXkFtZTgwMzY1NDM4NjM@._V1_SX300.jpg,6.3,"11,995",,,movie,25 Jun 2019,N/A,Fox Searchlight Pictures
876,516977,Virginia Minnesota,2019-03-01,tt6162762,Not Rated,98 min,"Comedy, Drama",Daniel Stine,Daniel Stine,"Aurora Perrineau, Rachel Hendrix, Jessica Miesel, Julia Keefe","Two young women, torn apart by a childhood tragedy, unexpectedly reunite and embark on an illuminating 24-hour journey, where they unlock memories of long-forgotten innocence and what it means to truly believe.",English,USA,8 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BYTgwMWQyMjYtZDVkNC00ODcwLWE1Y2ItOWViYmRmMTRjNWJjXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,5.5,144,,,movie,N/A,N/A,Indican Pictures
877,577889,Feedback,2020-01-17,tt7857374,TV-14,97 min,"Horror, Thriller",Pedro C. Alonso,"Pedro C. Alonso, Alberto Marini","Eddie Marsan, Paul Anderson, Ivana Baquero, Richard Brake",A radio star experiences the worst night of his life when stalkers assault the radio station where he's working.,English,"Spain, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMWY5NDdmZDItYmY2OC00NjJmLWI4NzktNjI3OWQwYTY5YzRkXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,5.3,736,,,movie,N/A,N/A,Blue Fox Entertainment
878,500899,The Wedding Guest,2019-03-01,tt7645780,R,96 min,Thriller,Michael Winterbottom,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh, Harish Khanna",A story centered on a mysterious British Muslim man (Dev Patel) on his journey across Pakistan and India.,English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNmM4MmQzYzMtMmEyMy00ODg1LWI2MWQtM2YyZGE5ZTAzMzg4XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,5.6,"2,109",,,movie,23 Jul 2019,N/A,IFC Films
879,464504,A Madea Family Funeral,2019-03-01,tt7054636,PG-13,109 min,Comedy,Tyler Perry,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Mike Tyson","A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unsavory family secrets.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTExYTc3YTMtMDY2YS00YTFhLTgwODEtNWQ2MmMzOGZhNTU5XkEyXkFqcGdeQXVyNDExODY2MjU@._V1_SX300.jpg,4.3,"2,904",,,movie,04 Jun 2019,N/A,Lionsgate
